75 2 0 | Il.2.23:0/5-Il.2.33:6/11 Il.2.60:0/5-Il.2.70:6/11 | εὕδω Ἀτρεύς υἱός δαίφρων ἱππόδαμος οὐ χρή παννύχιος εὕδω βουληφόρος ἀνήρ ὅς λαός τε ἐπιτρέπω καί τόσος μέλω νῦν δέ ἐγώ συνίημι ὦκα Ζεύς δέ σύ ἄγγελος εἰμί ὅς σύ ἄνευθε εἰμί μέγας κήδω ἠδέ ἐλεαίρω θωρήσσω σύ κελεύω κάρα κομάω Ἀχαιός πανσυδίῃ νῦν γάρ ἄν αἱρέω πόλις εὐρυάγυια Τρώς οὐ γάρ ἔτι ἀμφίς Ὀλύμπιος δῶμα ἔχω ἀθάνατος φράζω ἐπιγνάμπτω γάρ ἅπας Ἥρα λίσσομαι Τρώς δέ κῆδος ἐφάπτω ἐκ Ζεύς ἀλλά σύ σός ἔχω φρήν
45 2 0 | Il.11.362:0/10-Il.11.367:3/8 Il.20.449:0/10-Il.20.454:3/8 | ἐκ αὖ νῦν φεύγω θάνατος κύων ἦ τε σύ ἄγχι ἔρχομαι κακός νῦν αὖτε σύ ἐρύω Φοῖβος Ἀπόλλων ὅς μέλλω εὔχομαι εἶμι εἰς δοῦπος ἄκων ἦ θήν σύ ἐξανύω γε καί ὕστερος ἀντιβολέω εἰ πού τις καί ἐγώ θεός ἐπιτάρροθος εἰμί νῦν αὖ ὁ ἄλλος
43 2 0 | Il.15.263:0/9-Il.15.269:0/7 Il.6.506:0/9-Il.6.512:0/7 | ὡς δέ ὅτε τις στατός ἵππος ἀκοστάω ἐπί φάτνη δεσμός ἀπορρήγνυμι θέω πεδίον κροαίνω ἔθω λούω ἐυρρεής ποταμός κυδιάω ὑψοῦ δέ κάρα ἔχω ἀμφί δέ χαίτη ὦμος ἀίσσω ὁ δέ ἀγλαία πείθω ῥίμφα ἕ γόνυ φέρω μετά τε ἦθος καί νομός ἵππος ὡς
43 2 0 | Il.2.112:6/8-Il.2.118:8/9 Il.9.19:6/8-Il.9.25:8/9 | καί κατανεύω Ἴλιος ἐκπέρθω εὐτείχεος ἀπονέομαι νῦν δέ κακός ἀπάτη βουλεύω καί ἐγώ κελεύω δυσκλεής Ἄργος ἱκνέομαι ἐπεί πολύς ὄλλυμι λαός οὕτως πού Ζεύς μέλλω ὑπερμενής φίλος εἰμί ὅς δή πολύς πόλις καταλύω κάρηνον ἠδέ ἔτι καί λύω ὁ γάρ κράτος εἰμί μέγας
38 2 0 | Il.24.154:1/7-Il.24.158:5/6 Il.24.183:2/8-Il.24.187:5/6 | ἄγω εἷος ἄν ἄγω Ἀχιλλεύς πελάζω ἀτάρ ἐπήν ἄγω ἔσω κλισία Ἀχιλλεύς οὐ τε αὐτός κτείνω ἀπό τε ἄλλος πᾶς ἐρύκω οὐ τε γάρ εἰμί ἄφρων οὐ τε ἄσκοπος οὐ τε ἀλιτήμων ἀλλά μάλα ἐνδυκέως ἱκέτης φείδομαι ἀνήρ
37 2 0 | Il.9.149:3/7-Il.9.155:1/7 Il.9.291:3/7-Il.9.297:1/7 | δίδωμι εὖ ναίω πτολίεθρον Καρδαμύλη Ἐνόπη τε καί Ἱρή ποιήεις Φηραί τε ζάθεος ἠδέ Ἄνθεια βαθύλειμος καλός τε Αἴπεια καί Πήδασος ἀμπελόεις πᾶς δέ ἐγγύς ἅλς νέατος Πύλος ἠμαθόεις ἐν δέ ἀνήρ ναίω πολύρρηνος πολυβούτης ὅς ἄν
36 2 0 | Il.3.355:4/7-Il.3.360:7/8 Il.7.249:2/5-Il.7.254:7/8 | προίημι δολιχόσκιος ἔγχος καί βάλλω Πριαμίδης κατά ἀσπίς πάντοσε ἴσος διά μέν ἀσπίς ἔρχομαι φαεινός ὄβριμος ἔγχος καί διά θώραξ πολυδαίδαλος ἐρείδω ἀντικρύ δέ παρά λαπάρα διαμάω χιτών ἔγχος ὁ δέ κλίνω καί ἀλέομαι κήρ μέλας
36 2 0 | Il.8.121:3/7-Il.8.125:7/8 Il.8.313:3/7-Il.8.317:7/8 | βάλλω στῆθος παρά μαστός ἐρείπω δέ ἐκ ὄχος ὑπερωέω δέ ἕ ἵππος ὠκύπους ὁ δέ αὖθι λύω ψυχή τε μένος τε Ἕκτωρ δέ αἰνός ἄχος πυκάζω φρήν ἡνίοχος ὁ μέν ἔπειτα ἐάω καί ἀχεύω πέρ ἑταῖρος
34 2 0 | Il.1.464:0/8-Il.1.468:4/8 Il.2.427:0/8-Il.2.431:4/8 | ἀτάρ ἐπεί κατά μῆρα καίω καί σπλάγχνον πατέομαι μιστύλλω τε ἄρα ἄλλος καί ἀμφί ὀβελός πείρω ὀπτάω τε περιφραδής ἐρύω τε πᾶς ἀτάρ ἐπεί παύω πόνος τεύχω τε δαίς δαίνυμι οὐ δέ τις θυμός
34 2 0 | Il.4.21:4/8-Il.4.25:5/6 Il.8.458:4/8-Il.8.462:5/6 | κακός δέ Τρώς μέδομαι ἤτοι Ἀθήνη ἀκέων εἰμί οὐ δέ τις εἶπον σκύζομαι Ζεύς πατήρ χόλος δέ μιν ἄγριος αἱρέω Ἥρα δέ οὐ χανδάνω στῆθος χόλος ἀλλά προσαυδάω αἰνός Κρονίδης ποῖος ὁ μῦθος εἶπον
31 2 0 | Il.10.308:2/7-Il.10.312:4/5 Il.10.395:2/7-Il.10.399:4/5 | σχεδόν ἔρχομαι ἐκ τε πυνθάνομαι ἤ φυλάσσω ναῦς θοός ὡς ὁ πάρος πέρ ἤ ἤδη χείρ ὑπό ἡμέτερος δαμάζω φύξις βουλεύω μετά σφεῖς οὐ δέ ἐθέλω νύξ φυλάσσω κάματος ἀδέω αἰνός
31 2 0 | Il.16.135:0/7-Il.16.139:2/8 Il.3.334:0/7-Il.3.338:2/8 | ἀμφί δέ ἄρα ὦμος βάλλω ξίφος ἀργυρόηλος χάλκεος ἀτάρ ἔπειτα σάκος μέγας τε στιβαρός τε κράς δέ ἐπί ἴφθιμος κυνέη εὔτυκτος τίθημι ἵππουρις δεινός δέ λόφος καθύπερθε νεύω αἱρέω δέ ἄλκιμος
31 2 0 | Il.18.55:9/10-Il.18.60:2/5 Il.18.436:7/8-Il.18.441:2/5 | τε ἔξοχος ἥρως ὁ δέ ἀνατρέχω ἔρνος ἴσος ὁ μέν ἐγώ τρέφω φυτόν ὡς γουνός ἀλωή ναῦς ἐπιπροίημι κορωνίς Ἴλιος εἴσω Τρώς μάχομαι ὁ δέ οὐ ὑποδέχομαι αὖθις οἴκαδε νοστέω δόμος
31 2 0 | Il.5.733:0/5-Il.5.737:4/5 Il.8.384:0/5-Il.8.388:4/5 | ἀτάρ Ἀθήνη κόρη Ζεύς αἰγίοχος πέπλος μέν καταχεύω ἑανός πατήρ ἐπί οὖδας ποικίλος ὅς ἄρα αὐτός ποιέω καί κάμνω χείρ ὁ δέ χιτών ἐνδύω Ζεύς νεφεληγερέτα τεῦχος εἰς πόλεμος θωρήσσω δακρυόεις
30 2 0 | Il.11.211:1/8-Il.11.215:1/5 Il.5.494:1/8-Il.5.498:1/7 | δέ ἐκ ὄχος σύν τεῦχος ἅλλομαι χαμᾶζε πάλλω δέ ὀξύς δόρυ κατά στρατός οἴχομαι πάντῃ ὀτρύνω μάχομαι ἐγείρω δέ φύλοπις αἰνός ὁ δέ ἐλελίζω καί ἐναντίος ἵστημι Ἀχαιός Ἀργεῖος δέ
30 2 0 | Il.11.799:5/7-Il.11.804:1/9 Il.16.41:5/7-Il.16.46:1/8 | ἀπέχω πόλεμος Τρώς ἀναπνέω δέ ἄρειος υἱός Ἀχαιός τείρω ὀλίγος δέ τε ἀνάπνευσις πόλεμος ῥεῖα δέ ἄν ἀκμής κάμνω ἀνήρ ἀυτή ὠθέω πρός ἄστυ ναῦς ἀπό καί κλισία ὡς φημί
30 2 0 | Il.16.610:0/8-Il.16.613:7/8 Il.17.526:0/8-Il.17.529:7/8 | ἀλλά ὁ μέν ἄντα εἶδον ἀλέομαι χάλκεος ἔγχος πρόσω γάρ κατακύπτω ὁ δέ ἐξόπιθεν δόρυ μακρός οὖδας ἐνσκίμπτω ἐπί δέ οὐρίαχος πελεμίζω ἔγχος ἔνθα δέ ἔπειτα ἀφίημι μένος ὄβριμος Ἄρης
29 2 0 | Il.11.534:1/8-Il.11.537:6/9 Il.20.499:2/9-Il.20.502:6/9 | νέκυς τε καί ἀσπίς αἷμα δέ ἄξων ἔνερθε ἅπας παλάσσω καί ἄντυξ ὅς περί δίφρος ὅς ἄρα ἀπό ἵππειος ὁπλή ῥαθάμιγξ βάλλω ὅς τε ἀπό ἐπίσωτρον ὁ δέ ἵημι
29 2 0 | Il.3.70:1/7-Il.3.73:7/8 Il.3.91:1/7-Il.3.94:7/8 | ἀμφί Ἑλένη καί κτῆμα πᾶς μάχομαι ὁπότερος δέ ἄν νικάω κρείσσων τε γίγνομαι κτῆμα αἱρέω εὖ πᾶς γυνή τε οἴκαδε ἄγω ὅς δέ ἄλλος φιλότης καί ὅρκιον πιστός τέμνω
29 2 0 | Il.7.323:0/8-Il.7.327:0/6 Il.9.92:0/8-Il.9.96:0/5 | ἀτάρ ἐπεί πόσις καί ἐδητύς ἐκ ἔρος ἵημι ὁ ὁ γέρων πάμπρωτος ὑφαίνω ἄρχω μῆτις Νέστωρ ὅς καί πρόσθεν ἄριστος φαίνω βουλή ὁ σφεῖς εὐφρονέων ἀγοράομαι καί μετεῖπον Ἀτρείδης
29 2 0 | Il.9.428:2/8-Il.9.431:4/6 Il.9.691:2/8-Il.9.694:4/6 | ἐν ναῦς φίλος εἰς πατρίς ἕπομαι αὔριον ἐάν ἐθέλω ἀνάγκη δέ οὐ τις μιν ἄγω ὡς φημί ὁ δέ ἄρα πᾶς ἀκήν γίγνομαι σιωπή μῦθος ἄγαμαι μάλα γάρ κρατερός
