Line, Text, Length, Word, Foot, Half-line
311,"ἔ",short,5,3,hemi2,
311,"βη",long,5,4,hemi2,
311,"πο",short,6,4,hemi2,
311,"λύ",short,6,4,hemi2,
311,"μη",long,6,5,hemi2,
311,"τις",short,6,5,hemi2,
311,"Ὀ",short,7,5,hemi2,
311,"δυσ",long,7,6,hemi2,
311,"σεύς.",long,7,6,hemi2,
312,"οἳ",long,1,1,hemi1,
312,"μὲν",short,2,1,hemi1,
312,"ἔ",short,3,1,hemi1,
312,"πειτ’",long,3,2,hemi1,
312,"ἀ",short,4,2,hemi1,
312,"να",short,4,2,hemi1,
312,"βάν",long,4,3,hemi1,
312,"τες",short,4,3,hemi1,
312,"ἐ",short,5,3,hemi2,
312,"πέ",long,5,4,hemi2,
312,"πλε",short,5,4,hemi2,
312,"ον",short,5,4,hemi2,
312,"ὑ",long,6,5,hemi2,
312,"γρὰ",short,6,5,hemi2,
312,"κέ",short,7,5,hemi2,
312,"λευ",long,7,6,hemi2,
312,"θα,",long,7,6,hemi2,
313,"λα",long,1,1,hemi1,
313,"οὺς",long,1,1,hemi1,
313,"δ’Ἀ",long,2,2,hemi1,
313,"τρε",short,2,2,hemi1,
313,"ΐ",short,2,2,hemi1,
313,"δης",long,2,3,hemi1,
313,"ἀ",short,3,3,hemi2,
313,"πο",short,3,3,hemi2,
313,"λυ",long,3,4,hemi2,
313,"μαί",long,3,4,hemi2,
313,"νεσ",long,3,5,hemi2,
313,"θαι",short,3,5,hemi2,
313,"ἄ",short,4,5,hemi2,
313,"νω",long,4,6,hemi2,
313,"γεν·",long,4,6,hemi2,
314,"οἳ",long,1,1,hemi1,
314,"δ’ἀ",short,2,1,hemi1,
314,"πε",short,2,1,hemi1,
314,"λυ",long,2,2,hemi1,
314,"μαί",long,2,2,hemi1,
314,"νον",long,2,3,hemi1,
314,"το",short,2,3,hemi1,
314,"καὶ",short,3,3,hemi2,
314,"εἰς",long,4,4,hemi2,
314,"ἅ",short,5,4,hemi2,
314,"λα",short,5,4,hemi2,
314,"λύ",long,6,5,hemi2,
314,"μα",short,6,5,hemi2,
314,"τα",short,6,5,hemi2,
314,"βάλ",long,7,6,hemi2,
314,"λον,",long,7,6,hemi2,
315,"ἕρ",long,1,1,hemi1,
315,"δον",long,1,1,hemi1,
315,"δ’Ἀ",long,2,2,hemi1,
315,"πόλ",long,2,2,hemi1,
315,"λω",long,2,3,hemi1,
315,"νι",short,2,3,hemi1,
315,"τε",short,3,3,hemi2,
315,"λη",long,3,4,hemi2,
315,"έσ",long,3,4,hemi2,
315,"σας",long,3,5,hemi2,
315,"ἑ",short,4,5,hemi2,
315,"κα",short,4,5,hemi2,
315,"τόμ",long,4,6,hemi2,
315,"βας",long,4,6,hemi2,
316,"ταύ",long,1,1,hemi1,
316,"ρων",long,1,1,hemi1,
316,"ἠδ’",long,2,2,hemi1,
316,"αἰ",long,3,2,hemi1,
316,"γῶν",long,3,3,hemi1,
316,"πα",short,4,3,hemi2,
316,"ρὰ",short,4,3,hemi2,
316,"θῖν’",long,5,4,hemi2,
316,"ἁ",short,6,4,hemi2,
316,"λὸς",short,6,4,hemi2,
316,"ἀ",long,7,5,hemi2,
316,"τρυ",short,7,5,hemi2,
316,"γέ",short,7,5,hemi2,
316,"τοι",long,7,6,hemi2,
316,"ο·",long,7,6,hemi2,
317,"κνί",long,1,1,hemi1,
317,"ση",long,1,1,hemi1,
317,"δ’οὐ",long,2,2,hemi1,
317,"ρα",short,2,2,hemi1,
317,"νὸν",short,2,2,hemi1,
317,"ἷ",long,3,3,hemi1,
317,"κεν",short,3,3,hemi1,
317,"ἑ",short,4,3,hemi2,
317,"λισ",long,4,4,hemi2,
317,"σο",short,4,4,hemi2,
317,"μέ",short,4,4,hemi2,
317,"νη",long,4,5,hemi2,
317,"πε",short,5,5,hemi2,
317,"ρὶ",short,5,5,hemi2,
317,"καπ",long,6,6,hemi2,
317,"νῷ.",long,6,6,hemi2,
318,"ὣς",long,1,1,hemi1,
318,"οἳ",long,2,1,hemi1,
318,"μὲν",long,3,2,hemi1,
318,"τὰ",short,4,2,hemi1,
318,"πέ",short,5,2,hemi1,
318,"νον",long,5,3,hemi1,
318,"το",short,5,3,hemi1,
318,"κα",short,6,3,hemi2,
318,"τὰ",long,6,4,hemi2,
318,"στρα",short,7,4,hemi2,
318,"τόν·",short,7,4,hemi2,
318,"οὐδ’",long,8,5,hemi2,
318,"Ἀ",short,9,5,hemi2,
318,"γα",short,9,5,hemi2,
318,"μέμ",long,9,6,hemi2,
318,"νων",long,9,6,hemi2,
319,"λῆγ’",long,1,1,hemi1,
319,"ἔ",short,2,1,hemi1,
319,"ρι",short,2,1,hemi1,
319,"δος",long,2,2,hemi1,
319,"τὴν",long,3,2,hemi1,
319,"πρῶ",long,4,3,hemi1,
319,"τον",short,4,3,hemi1,
319,"ἐ",short,5,3,hemi2,
319,"πη",long,5,4,hemi2,
319,"πεί",long,5,4,hemi2,
319,"λησ’",long,5,5,hemi2,
319,"Ἀ",short,6,5,hemi2,
319,"χι",short,6,5,hemi2,
319,"λῆ",long,6,6,hemi2,
319,"ϊ,",long,6,6,hemi2,
320,"ἀλλ’",long,1,1,hemi1,
320,"ὅ",short,2,1,hemi1,
320,"γε",short,3,1,hemi1,
320,"Ταλ",long,4,2,hemi1,
320,"θύ",short,4,2,hemi1,
320,"βι",short,4,2,hemi1,
320,"όν",long,4,3,hemi1,
320,"τε",short,5,3,hemi1,
320,"καὶ",short,6,3,hemi2,
320,"Εὐ",long,7,4,hemi2,
320,"ρυ",short,7,4,hemi2,
320,"βά",short,7,4,hemi2,
320,"την",long,7,5,hemi2,
320,"προ",short,8,5,hemi2,
320,"σέ",short,8,5,hemi2,
320,"ει",long,8,6,hemi2,
320,"πε,",long,8,6,hemi2,
321,"τώ",long,1,1,hemi1,
321,"οἱ",short,2,1,hemi1,
321,"ἔ",short,3,1,hemi1,
321,"σαν",long,3,2,hemi1,
321,"κή",long,4,2,hemi1,
321,"ρυ",long,4,3,hemi1,
321,"κε",short,4,3,hemi1,
321,"καὶ",short,5,3,hemi2,
321,"ὀ",long,6,4,hemi2,
321,"τρη",long,6,4,hemi2,
321,"ρὼ",long,6,5,hemi2,
321,"θε",short,7,5,hemi2,
321,"ρά",short,7,5,hemi2,
321,"πον",long,7,6,hemi2,
321,"τε·",long,7,6,hemi2,
322,"ἔρ",long,1,1,hemi1,Agamemnon
322,"χεσ",long,1,1,hemi1,Agamemnon
322,"θον",long,1,2,hemi1,Agamemnon
322,"κλι",short,2,2,hemi1,Agamemnon
322,"σί",short,2,2,hemi1,Agamemnon
322,"ην",long,2,3,hemi1,Agamemnon
322,"Πη",long,3,3,hemi2,Agamemnon
322,"λη",long,3,4,hemi2,Agamemnon
322,"ϊ",short,3,4,hemi2,Agamemnon
322,"ά",short,3,4,hemi2,Agamemnon
322,"δεω",long,3,5,hemi2,Agamemnon
322,"Ἀ",short,4,5,hemi2,Agamemnon
322,"χι",short,4,5,hemi2,Agamemnon
322,"λῆ",long,4,6,hemi2,Agamemnon
322,"ος·",long,4,6,hemi2,Agamemnon
323,"χει",long,1,1,hemi1,Agamemnon
323,"ρὸς",short,1,1,hemi1,Agamemnon
323,"ἑ",short,2,1,hemi1,Agamemnon
323,"λόντ’",long,2,2,hemi1,Agamemnon
323,"ἀ",short,3,2,hemi1,Agamemnon
323,"γέ",short,3,2,hemi1,Agamemnon
323,"μεν",long,3,3,hemi1,Agamemnon
323,"Βρι",long,4,3,hemi2,Agamemnon
323,"ση",long,4,4,hemi2,Agamemnon
323,"ΐ",short,4,4,hemi2,Agamemnon
323,"δα",short,4,4,hemi2,Agamemnon
323,"καλ",long,5,5,hemi2,Agamemnon
323,"λι",short,5,5,hemi2,Agamemnon
323,"πά",short,5,5,hemi2,Agamemnon
323,"ρῃ",long,5,6,hemi2,Agamemnon
323,"ον·",long,5,6,hemi2,Agamemnon
324,"εἰ",long,1,1,hemi1,Agamemnon
324,"δέ",short,2,1,hemi1,Agamemnon
324,"κε",short,3,1,hemi1,Agamemnon
324,"μὴ",long,4,2,hemi1,Agamemnon
324,"δώ",long,5,2,hemi1,Agamemnon
324,"ῃ",long,5,3,hemi1,Agamemnon
324,"σιν",short,5,3,hemi1,Agamemnon
324,"ἐ",short,6,3,hemi2,Agamemnon
324,"γὼ",long,6,4,hemi2,Agamemnon
324,"δέ",short,7,4,hemi2,Agamemnon
324,"κεν",short,8,4,hemi2,Agamemnon
324,"αὐ",long,9,5,hemi2,Agamemnon
324,"τὸς",short,9,5,hemi2,Agamemnon
324,"ἕ",short,10,5,hemi2,Agamemnon
324,"λω",long,10,6,hemi2,Agamemnon
324,"μαι",long,10,6,hemi2,Agamemnon
325,"ἐλ",long,1,1,hemi1,Agamemnon
325,"θὼν",long,1,1,hemi1,Agamemnon
325,"σὺν",long,2,2,hemi1,Agamemnon
325,"πλε",short,3,2,hemi1,Agamemnon
325,"ό",short,3,2,hemi1,Agamemnon
325,"νεσ",long,3,3,hemi1,Agamemnon
325,"σι·",short,3,3,hemi1,Agamemnon
325,"τό",short,4,3,hemi2,Agamemnon
325,"οἱ",long,5,4,hemi2,Agamemnon
325,"καὶ",long,6,4,hemi2,Agamemnon
325,"ῥί",long,7,5,hemi2,Agamemnon
325,"γι",short,7,5,hemi2,Agamemnon
325,"ον",short,7,5,hemi2,Agamemnon
325,"ἔ",long,8,6,hemi2,Agamemnon
325,"σται.",long,8,6,hemi2,Agamemnon
326,"ὣς",long,1,1,hemi1,
326,"εἰ",long,2,1,hemi1,
326,"πὼν",long,2,2,hemi1,
326,"προ",short,3,2,hemi1,
326,"ΐ",short,3,2,hemi1,
326,"ει,",long,3,3,hemi1,
326,"κρα",short,4,3,hemi2,
326,"τε",short,4,3,hemi2,
326,"ρὸν",long,4,4,hemi2,
326,"δ’ἐ",short,5,4,hemi2,
326,"πὶ",short,5,4,hemi2,
326,"μῦ",long,6,5,hemi2,
326,"θον",short,6,5,hemi2,
326,"ἔ",short,7,5,hemi2,
326,"τελ",long,7,6,hemi2,
326,"λε·",long,7,6,hemi2,
327,"τὼ",long,1,1,hemi1,
327,"δ’ἀ",short,2,1,hemi1,
327,"έ",short,2,1,hemi1,
327,"κον",long,2,2,hemi1,
327,"τε",short,2,2,hemi1,
327,"βά",short,3,2,hemi1,
327,"την",long,3,3,hemi1,
327,"πα",short,4,3,hemi2,
327,"ρὰ",short,4,3,hemi2,
327,"θῖν’",long,5,4,hemi2,
327,"ἁ",short,6,4,hemi2,
327,"λὸς",short,6,4,hemi2,
327,"ἀ",long,7,5,hemi2,
327,"τρυ",short,7,5,hemi2,
327,"γέ",short,7,5,hemi2,
327,"τοι",long,7,6,hemi2,
327,"ο,",long,7,6,hemi2,
328,"Μυρ",long,1,1,hemi1,
328,"μι",short,1,1,hemi1,
328,"δό",short,1,1,hemi1,
328,"νων",long,1,2,hemi1,
328,"δ’ἐ",short,2,2,hemi1,
328,"πί",short,2,2,hemi1,
328,"τε",long,3,3,hemi1,
328,"κλι",short,4,3,hemi2,
328,"σί",short,4,3,hemi2,
328,"ας",long,4,4,hemi2,
328,"καὶ",long,5,4,hemi2,
328,"νῆ",long,6,5,hemi2,
328,"ας",short,6,5,hemi2,
328,"ἱ",short,7,5,hemi2,
328,"κέσ",long,7,6,hemi2,
328,"θην,",long,7,6,hemi2,
329,"τὸν",long,1,1,hemi1,
329,"δ’εὗ",long,2,1,hemi1,
329,"ρον",long,2,2,hemi1,
329,"πα",short,3,2,hemi1,
329,"ρά",short,3,2,hemi1,
329,"τε",long,4,3,hemi1,
329,"κλι",short,5,3,hemi2,
329,"σί",short,5,3,hemi2,
329,"ῃ",long,5,4,hemi2,
329,"καὶ",long,6,4,hemi2,
329,"νη",long,7,5,hemi2,
329,"ῒ",short,7,5,hemi2,
329,"με",short,8,5,hemi2,
329,"λαί",long,8,6,hemi2,
329,"νῃ",long,8,6,hemi2,
330,"ἥ",long,1,1,hemi1,
330,"με",short,1,1,hemi1,
330,"νον·",short,1,1,hemi1,
330,"οὐδ’",long,2,2,hemi1,
330,"ἄ",short,3,2,hemi1,
330,"ρα",short,3,2,hemi1,
330,"τώ",long,4,3,hemi1,
330,"γε",short,5,3,hemi1,
330,"ἰ",short,6,3,hemi2,
330,"δὼν",long,6,4,hemi2,
330,"γή",long,7,4,hemi2,
330,"θη",long,7,5,hemi2,
330,"σεν",short,7,5,hemi2,
330,"Ἀ",short,8,5,hemi2,
330,"χιλ",long,8,6,hemi2,
330,"λεύς.",long,8,6,hemi2,
331,"τὼ",long,1,1,hemi1,
331,"μὲν",long,2,1,hemi1,
331,"ταρ",long,3,2,hemi1,
331,"βή",long,3,2,hemi1,
331,"σαν",long,3,3,hemi1,
331,"τε",short,3,3,hemi1,
331,"καὶ",short,4,3,hemi2,
331,"αἰ",long,5,4,hemi2,
331,"δο",short,5,4,hemi2,
331,"μέ",short,5,4,hemi2,
331,"νω",long,5,5,hemi2,
331,"βα",short,6,5,hemi2,
331,"σι",short,6,5,hemi2,
331,"λῆ",long,6,6,hemi2,
331,"α",long,6,6,hemi2,
332,"στή",long,1,1,hemi1,
332,"την,",long,1,1,hemi1,
332,"οὐ",long,2,2,hemi1,
332,"δέ",short,2,2,hemi1,
332,"τί",short,3,2,hemi1,
332,"μιν",long,4,3,hemi1,
332,"προ",short,5,3,hemi2,
332,"σε",short,5,3,hemi2,
332,"φώ",long,5,4,hemi2,
332,"νε",short,5,4,hemi2,
332,"ον",short,5,4,hemi2,
332,"οὐδ’",long,6,5,hemi2,
332,"ἐ",short,7,5,hemi2,
332,"ρέ",short,7,5,hemi2,
332,"ον",long,7,6,hemi2,
332,"το·",long,7,6,hemi2,
333,"αὐ",long,1,1,hemi1,
333,"τὰρ",short,1,1,hemi1,
333,"ὃ",short,2,1,hemi1,
333,"ἔγ",long,3,2,hemi1,
333,"νω",long,3,2,hemi1,
333,"ᾗ",long,4,3,hemi1,
333,"σιν",short,4,3,hemi1,
333,"ἐ",short,5,3,hemi2,
333,"νὶ",long,5,4,hemi2,
333,"φρε",short,6,4,hemi2,
333,"σὶ",short,6,4,hemi2,
333,"φώ",long,7,5,hemi2,
333,"νη",long,7,5,hemi2,
333,"σέν",long,7,6,hemi2,
333,"τε·",long,8,6,hemi2,
334,"χαί",long,1,1,hemi1,Achilles
334,"ρε",short,1,1,hemi1,Achilles
334,"τε",short,1,1,hemi1,Achilles
334,"κή",long,2,2,hemi1,Achilles
334,"ρυ",long,2,2,hemi1,Achilles
334,"κες",long,2,3,hemi1,Achilles
334,"Δι",short,3,3,hemi2,Achilles
334,"ὸς",short,3,3,hemi2,Achilles
334,"ἄγ",long,4,4,hemi2,Achilles
334,"γε",short,4,4,hemi2,Achilles
334,"λοι",short,4,4,hemi2,Achilles
334,"ἠ",long,5,5,hemi2,Achilles
334,"δὲ",short,5,5,hemi2,Achilles
334,"καὶ",short,6,5,hemi2,Achilles
334,"ἀν",long,7,6,hemi2,Achilles
334,"δρῶν,",long,7,6,hemi2,Achilles
335,"ἆσ",long,1,1,hemi1,Achilles
335,"σον",short,1,1,hemi1,Achilles
335,"ἴτ’·",short,2,1,hemi1,Achilles
335,"οὔ",long,3,2,hemi1,Achilles
335,"τί",short,4,2,hemi1,Achilles
335,"μοι",short,5,2,hemi1,Achilles
335,"ὔμ",long,6,3,hemi1,Achilles
335,"μες",short,6,3,hemi1,Achilles
335,"ἐ",short,7,3,hemi2,Achilles
335,"παί",long,7,4,hemi2,Achilles
335,"τι",short,7,4,hemi2,Achilles
335,"οι",short,7,4,hemi2,Achilles
335,"ἀλλ’",long,8,5,hemi2,Achilles
335,"Ἀ",short,9,5,hemi2,Achilles
335,"γα",short,9,5,hemi2,Achilles
335,"μέμ",long,9,6,hemi2,Achilles
335,"νων,",long,9,6,hemi2,Achilles
336,"ὃ",long,1,1,hemi1,Achilles
336,"σφῶ",long,2,1,hemi1,Achilles
336,"ϊ",long,2,2,hemi1,Achilles
336,"προ",short,3,2,hemi1,Achilles
336,"ΐ",short,3,2,hemi1,Achilles
336,"ει",long,3,3,hemi1,Achilles
336,"Βρι",long,4,3,hemi2,Achilles
336,"ση",long,4,4,hemi2,Achilles
336,"ΐ",short,4,4,hemi2,Achilles
336,"δος",short,4,4,hemi2,Achilles
336,"εἵ",long,5,5,hemi2,Achilles
336,"νε",short,5,5,hemi2,Achilles
336,"κα",short,5,5,hemi2,Achilles
336,"κού",long,6,6,hemi2,Achilles
336,"ρης.",long,6,6,hemi2,Achilles
337,"ἀλλ’",long,1,1,hemi1,Achilles
337,"ἄ",short,2,1,hemi1,Achilles
337,"γε",short,2,1,hemi1,Achilles
337,"δι",long,3,2,hemi1,Achilles
337,"ο",short,3,2,hemi1,Achilles
337,"γε",short,3,2,hemi1,Achilles
337,"νὲς",long,3,3,hemi1,Achilles
337,"Πα",long,4,3,hemi2,Achilles
337,"τρό",long,4,4,hemi2,Achilles
337,"κλε",short,4,4,hemi2,Achilles
337,"ες",short,4,4,hemi2,Achilles
337,"ἔ",long,5,5,hemi2,Achilles
337,"ξα",short,5,5,hemi2,Achilles
337,"γε",short,5,5,hemi2,Achilles
337,"κού",long,6,6,hemi2,Achilles
337,"ρην",long,6,6,hemi2,Achilles
338,"καί",long,1,1,hemi1,Achilles
338,"σφω",long,2,1,hemi1,Achilles
338,"ϊν",long,2,2,hemi1,Achilles
338,"δὸς",short,3,2,hemi1,Achilles
338,"ἄ",short,4,2,hemi1,Achilles
338,"γειν·",long,4,3,hemi1,Achilles
338,"τὼ",long,5,3,hemi2,Achilles
338,"δ’αὐ",long,6,4,hemi2,Achilles
338,"τὼ",long,6,4,hemi2,Achilles
338,"μάρ",long,7,5,hemi2,Achilles
338,"τυ",short,7,5,hemi2,Achilles
338,"ροι",short,7,5,hemi2,Achilles
338,"ἔ",long,8,6,hemi2,Achilles
338,"στων",long,8,6,hemi2,Achilles
339,"πρός",long,1,1,hemi1,Achilles
339,"τε",short,2,1,hemi1,Achilles
339,"θε",short,3,1,hemi1,Achilles
339,"ῶν",long,3,2,hemi1,Achilles
339,"μα",short,4,2,hemi1,Achilles
339,"κά",short,4,2,hemi1,Achilles
339,"ρων",long,4,3,hemi1,Achilles
339,"πρός",long,5,3,hemi2,Achilles
339,"τε",long,6,4,hemi2,Achilles
339,"θνη",long,7,4,hemi2,Achilles
339,"τῶν",long,7,5,hemi2,Achilles
339,"ἀν",long,8,5,hemi2,Achilles
339,"θρώ",long,8,6,hemi2,Achilles
339,"πων",long,8,6,hemi2,Achilles
340,"καὶ",long,1,1,hemi1,Achilles
340,"πρὸς",long,2,1,hemi1,Achilles
340,"τοῦ",long,3,2,hemi1,Achilles
340,"βα",short,4,2,hemi1,Achilles
340,"σι",short,4,2,hemi1,Achilles
340,"λῆ",long,4,3,hemi1,Achilles
340,"ος",short,4,3,hemi1,Achilles
340,"ἀ",short,5,3,hemi2,Achilles
340,"πη",long,5,4,hemi2,Achilles
340,"νέ",short,5,4,hemi2,Achilles
340,"ος",short,5,4,hemi2,Achilles
340,"εἴ",long,6,5,hemi2,Achilles
340,"πο",short,7,5,hemi2,Achilles
340,"τε",short,7,5,hemi2,Achilles
340,"δ’αὖ",long,8,6,hemi2,Achilles
340,"τε",long,8,6,hemi2,Achilles
341,"χρει",long,1,1,hemi1,Achilles
341,"ὼ",short,1,1,hemi1,Achilles
341,"ἐ",short,2,1,hemi1,Achilles
341,"μεῖ",long,2,2,hemi1,Achilles
341,"ο",short,2,2,hemi1,Achilles
341,"γέ",short,3,2,hemi1,Achilles
341,"νη",long,3,3,hemi1,Achilles
341,"ται",short,3,3,hemi1,Achilles
341,"ἀ",short,4,3,hemi2,Achilles
341,"ει",long,4,4,hemi2,Achilles
341,"κέ",short,4,4,hemi2,Achilles
341,"α",short,4,4,hemi2,Achilles
341,"λοι",long,5,5,hemi2,Achilles
341,"γὸν",short,5,5,hemi2,Achilles
341,"ἀ",short,6,5,hemi2,Achilles
341,"μῦ",long,6,6,hemi2,Achilles
341,"ναι",long,6,6,hemi2,Achilles
342,"τοῖς",long,1,1,hemi1,Achilles
342,"ἄλ",long,2,1,hemi1,Achilles
342,"λοις·",long,2,2,hemi1,Achilles
342,"ἦ",long,3,2,hemi1,Achilles
342,"γὰρ",long,4,3,hemi1,Achilles
342,"ὅ",short,5,3,hemi2,Achilles
342,"γ’ὀ",short,6,3,hemi2,Achilles
342,"λοι",long,6,4,hemi2,Achilles
342,"ῇ",long,6,4,hemi2,Achilles
342,"σι",long,6,5,hemi2,Achilles
342,"φρε",short,7,5,hemi2,Achilles
342,"σὶ",short,7,5,hemi2,Achilles
342,"θύ",long,8,6,hemi2,Achilles
342,"ει,",long,8,6,hemi2,Achilles
343,"οὐ",long,1,1,hemi1,Achilles
343,"δέ",short,1,1,hemi1,Achilles
343,"τι",short,2,1,hemi1,Achilles
343,"οἶ",long,3,2,hemi1,Achilles
343,"δε",short,3,2,hemi1,Achilles
343,"νο",short,4,2,hemi1,Achilles
343,"ῆ",long,4,3,hemi1,Achilles
343,"σαι",short,4,3,hemi1,Achilles
343,"ἅ",short,5,3,hemi2,Achilles
343,"μα",long,5,4,hemi2,Achilles
343,"πρόσ",long,6,4,hemi2,Achilles
343,"σω",long,6,5,hemi2,Achilles
343,"καὶ",short,7,5,hemi2,Achilles
343,"ὀ",short,8,5,hemi2,Achilles
343,"πίσ",long,8,6,hemi2,Achilles
343,"σω,",long,8,6,hemi2,Achilles
344,"ὅπ",long,1,1,hemi1,Achilles
344,"πως",long,1,1,hemi1,Achilles
344,"οἱ",long,2,2,hemi1,Achilles
344,"πα",short,3,2,hemi1,Achilles
344,"ρὰ",short,3,2,hemi1,Achilles
344,"νηυ",long,4,3,hemi1,Achilles
344,"σὶ",short,4,3,hemi1,Achilles
344,"σό",short,5,3,hemi2,Achilles
344,"οι",long,5,4,hemi2,Achilles
344,"μα",short,6,4,hemi2,Achilles
344,"χέ",short,6,4,hemi2,Achilles
344,"οιν",long,6,5,hemi2,Achilles
344,"το",short,6,5,hemi2,Achilles
344,"Ἀ",short,7,5,hemi2,Achilles
344,"χαι",long,7,6,hemi2,Achilles
344,"οί.",long,7,6,hemi2,Achilles
345,"ὣς",long,1,1,hemi1,
345,"φά",short,2,1,hemi1,
345,"το,",short,2,1,hemi1,
345,"Πά",long,3,2,hemi1,
345,"τρο",long,3,2,hemi1,
345,"κλος",long,3,3,hemi1,
345,"δὲ",short,4,3,hemi1,
345,"φί",short,5,3,hemi2,
345,"λῳ",long,5,4,hemi2,
345,"ἐ",short,6,4,hemi2,
345,"πε",short,6,4,hemi2,
345,"πεί",long,6,5,hemi2,
345,"θεθ’",short,6,5,hemi2,
345,"ἑ",short,7,5,hemi2,
345,"ταί",long,7,6,hemi2,
345,"ρῳ,",long,7,6,hemi2,
346,"ἐκ",long,1,1,hemi1,
346,"δ’ἄ",short,2,1,hemi1,
346,"γα",short,2,1,hemi1,
346,"γε",long,2,2,hemi1,
346,"κλι",short,3,2,hemi1,
346,"σί",short,3,2,hemi1,
346,"ης",long,3,3,hemi1,
346,"Βρι",long,4,3,hemi2,
346,"ση",long,4,4,hemi2,
346,"ΐ",short,4,4,hemi2,
346,"δα",short,4,4,hemi2,
346,"καλ",long,5,5,hemi2,
346,"λι",short,5,5,hemi2,
346,"πά",short,5,5,hemi2,
346,"ρῃ",long,5,6,hemi2,
346,"ον,",long,5,6,hemi2,
347,"δῶ",long,1,1,hemi1,
347,"κε",short,1,1,hemi1,
347,"δ’ἄ",short,2,1,hemi1,
347,"γειν·",long,2,2,hemi1,
347,"τὼ",long,3,2,hemi1,
347,"δ’αὖ",long,4,3,hemi1,
347,"τις",short,4,3,hemi1,
347,"ἴ",short,5,3,hemi2,
347,"την",long,5,4,hemi2,
347,"πα",short,6,4,hemi2,
347,"ρὰ",short,6,4,hemi2,
347,"νῆ",long,7,5,hemi2,
347,"ας",short,7,5,hemi2,
347,"Ἀ",short,8,5,hemi2,
347,"χαι",long,8,6,hemi2,
347,"ῶν·",long,8,6,hemi2,
348,"ἣ",long,1,1,hemi1,
348,"δ’ἀ",short,2,1,hemi1,
348,"έ",short,2,1,hemi1,
348,"κουσ’",long,2,2,hemi1,
348,"ἅ",short,3,2,hemi1,
348,"μα",short,3,2,hemi1,
348,"τοῖ",long,4,3,hemi1,
348,"σι",short,4,3,hemi1,
348,"γυ",short,5,3,hemi2,
348,"νὴ",long,5,4,hemi2,
348,"κί",short,6,4,hemi2,
348,"εν·",short,6,4,hemi2,
348,"αὐ",long,7,5,hemi2,
348,"τὰρ",short,7,5,hemi2,
348,"Ἀ",short,8,5,hemi2,
348,"χιλ",long,8,6,hemi2,
348,"λεὺς",long,8,6,hemi2,
349,"δα",long,1,1,hemi1,
349,"κρύ",long,1,1,hemi1,
349,"σας",long,1,2,hemi1,
349,"ἑ",short,2,2,hemi1,
349,"τά",short,2,2,hemi1,
349,"ρων",long,2,3,hemi1,
349,"ἄ",short,3,3,hemi2,
349,"φαρ",short,3,3,hemi2,
349,"ἕ",long,4,4,hemi2,
349,"ζε",short,4,4,hemi2,
349,"το",short,4,4,hemi2,
349,"νόσ",long,5,5,hemi2,
349,"φι",short,5,5,hemi2,
349,"λι",short,6,5,hemi2,
349,"ασ",long,6,6,hemi2,
349,"θείς,",long,6,6,hemi2,
350,"θῖν’",long,1,1,hemi1,
350,"ἔφ’",short,2,1,hemi1,
350,"ἁ",short,3,1,hemi1,
350,"λὸς",long,3,2,hemi1,
350,"πο",short,4,2,hemi1,
350,"λι",short,4,2,hemi1,
350,"ῆς,",long,4,3,hemi1,
350,"ὁ",short,5,3,hemi2,
350,"ρό",short,5,3,hemi2,
350,"ων",long,5,4,hemi2,
350,"ἐπ’",short,6,4,hemi2,
350,"ἀ",short,7,4,hemi2,
350,"πεί",long,7,5,hemi2,
350,"ρο",short,7,5,hemi2,
350,"να",short,7,5,hemi2,
350,"πόν",long,8,6,hemi2,
350,"τον·",long,8,6,hemi2,
351,"πολ",long,1,1,hemi1,
351,"λὰ",short,1,1,hemi1,
351,"δὲ",short,2,1,hemi1,
351,"μη",long,3,2,hemi1,
351,"τρὶ",short,3,2,hemi1,
351,"φί",short,4,2,hemi1,
351,"λῃ",long,4,3,hemi1,
351,"ἠ",long,5,3,hemi2,
351,"ρή",long,5,4,hemi2,
351,"σα",short,5,4,hemi2,
351,"το",short,5,4,hemi2,
351,"χεῖ",long,6,5,hemi2,
351,"ρας",short,6,5,hemi2,
351,"ὀ",short,7,5,hemi2,
351,"ρεγ",long,7,6,hemi2,
351,"νύς·",long,7,6,hemi2,
352,"μῆ",long,1,1,hemi1,Achilles
352,"τερ",short,1,1,hemi1,Achilles
352,"ἐ",short,2,1,hemi1,Achilles
352,"πεί",long,2,2,hemi1,Achilles
352,"μ’ἔ",short,3,2,hemi1,Achilles
352,"τε",short,3,2,hemi1,Achilles
352,"κές",long,3,3,hemi1,Achilles
352,"γε",short,4,3,hemi1,Achilles
352,"μι",short,5,3,hemi2,Achilles
352,"νυν",long,5,4,hemi2,Achilles
352,"θά",short,5,4,hemi2,Achilles
352,"δι",short,5,4,hemi2,Achilles
352,"όν",long,5,5,hemi2,Achilles
352,"περ",short,6,5,hemi2,Achilles
352,"ἐ",short,7,5,hemi2,Achilles
352,"όν",long,7,6,hemi2,Achilles
352,"τα,",long,7,6,hemi2,Achilles
353,"τι",long,1,1,hemi1,Achilles
353,"μήν",long,1,1,hemi1,Achilles
353,"πέρ",long,2,2,hemi1,Achilles
353,"μοι",short,3,2,hemi1,Achilles
353,"ὄ",short,4,2,hemi1,Achilles
353,"φελ",long,4,3,hemi1,Achilles
353,"λεν",short,4,3,hemi1,Achilles
353,"Ὀ",short,5,3,hemi2,Achilles
