Line, Text, Length, Word, Foot, Half-line
1,"μῆ",long,1,1,hemi1,
1,"νιν",short,1,1,hemi1,
1,"ἄ",short,2,1,hemi1,
1,"ει",long,2,2,hemi1,
1,"δε",short,2,2,hemi1,
1,"θε",short,3,2,hemi1,
1,"ὰ",long,3,3,hemi1,
1,"Πη",long,4,3,hemi2,
1,"λη",long,4,4,hemi2,
1,"ϊ",short,4,4,hemi2,
1,"ά",short,4,4,hemi2,
1,"δεω",long,4,5,hemi2,
1,"Ἀ",short,5,5,hemi2,
1,"χι",short,5,5,hemi2,
1,"λῆ",long,5,6,hemi2,
1,"ος",long,5,6,hemi2,
2,"οὐ",long,1,1,hemi1,
2,"λο",short,1,1,hemi1,
2,"μέ",short,1,1,hemi1,
2,"νην,",long,1,2,hemi1,
2,"ἣ",long,2,2,hemi1,
2,"μυ",long,3,3,hemi1,
2,"ρί’",short,3,3,hemi1,
2,"Ἀ",short,4,3,hemi1,
2,"χαι",long,4,4,hemi1,
2,"οῖς",long,4,4,hemi1,
2,"ἄλ",long,5,5,hemi2,
2,"γε’",short,5,5,hemi2,
2,"ἔ",short,6,5,hemi2,
2,"θη",long,6,6,hemi2,
2,"κε,",long,6,6,hemi2,
3,"πολ",long,1,1,hemi1,
3,"λὰς",long,1,1,hemi1,
3,"δ’ἰφ",long,2,2,hemi1,
3,"θί",long,2,2,hemi1,
3,"μους",long,2,3,hemi1,
3,"ψυ",long,3,3,hemi2,
3,"χὰς",long,3,4,hemi2,
3,"Ἄ",short,4,4,hemi2,
3,"ϊ",short,4,4,hemi2,
3,"δι",long,4,5,hemi2,
3,"προ",short,5,5,hemi2,
3,"ΐ",short,5,5,hemi2,
3,"α",long,5,6,hemi2,
3,"ψεν",long,5,6,hemi2,
4,"ἡ",long,1,1,hemi1,
4,"ρώ",long,1,1,hemi1,
4,"ων,",long,1,2,hemi1,
4,"αὐ",long,2,2,hemi1,
4,"τοὺς",long,2,3,hemi1,
4,"δὲ",short,3,3,hemi1,
4,"ἑ",short,4,3,hemi2,
4,"λώ",long,4,4,hemi2,
4,"ρι",short,4,4,hemi2,
4,"α",short,4,4,hemi2,
4,"τεῦ",long,5,5,hemi2,
4,"χε",short,5,5,hemi2,
4,"κύ",short,6,5,hemi2,
4,"νεσ",long,6,6,hemi2,
4,"σιν",long,6,6,hemi2,
5,"οἰ",long,1,1,hemi1,
5,"ω",long,1,1,hemi1,
5,"νοῖ",long,1,2,hemi1,
5,"σί",short,1,2,hemi1,
5,"τε",short,2,2,hemi1,
5,"πᾶ",long,3,3,hemi1,
5,"σι,",short,3,3,hemi1,
5,"Δι",short,4,3,hemi2,
5,"ὸς",long,4,4,hemi2,
5,"δ’ἐ",short,5,4,hemi2,
5,"τε",short,5,4,hemi2,
5,"λεί",long,5,5,hemi2,
5,"ε",short,5,5,hemi2,
5,"το",short,5,5,hemi2,
5,"βου",long,6,6,hemi2,
5,"λή,",long,6,6,hemi2,
6,"ἐξ",long,1,1,hemi1,
6,"οὗ",long,2,1,hemi1,
6,"δὴ",long,3,2,hemi1,
6,"τὰ",long,4,2,hemi1,
6,"πρῶ",long,5,3,hemi1,
6,"τα",short,5,3,hemi1,
6,"δι",short,6,3,hemi2,
6,"α",long,6,4,hemi2,
6,"στή",long,6,4,hemi2,
6,"την",long,6,5,hemi2,
6,"ἐ",short,7,5,hemi2,
6,"ρί",short,7,5,hemi2,
6,"σαν",long,7,6,hemi2,
6,"τε",long,7,6,hemi2,
7,"Ἀ",long,1,1,hemi1,
7,"τρε",short,1,1,hemi1,
7,"ΐ",short,1,1,hemi1,
7,"δης",long,1,2,hemi1,
7,"τε",short,2,2,hemi1,
7,"ἄ",short,3,2,hemi1,
7,"ναξ",long,3,3,hemi1,
7,"ἀν",long,4,3,hemi1,
7,"δρῶν",long,4,4,hemi1,
7,"καὶ",long,5,4,hemi2,
7,"δῖ",long,6,5,hemi2,
7,"ος",short,6,5,hemi2,
7,"Ἀ",short,7,5,hemi2,
7,"χιλ",long,7,6,hemi2,
7,"λεύς.",long,7,6,hemi2,
8,"τίς",long,1,1,hemi1,
8,"τ’ἄρ",long,2,1,hemi1,
8,"σφω",long,3,2,hemi1,
8,"ε",short,3,2,hemi1,
8,"θε",short,4,2,hemi1,
8,"ῶν",long,4,3,hemi1,
8,"ἔ",short,5,3,hemi2,
8,"ρι",short,5,3,hemi2,
8,"δι",long,5,4,hemi2,
8,"ξυ",short,6,4,hemi2,
8,"νέ",short,6,4,hemi2,
8,"η",long,6,5,hemi2,
8,"κε",short,6,5,hemi2,
8,"μά",short,7,5,hemi2,
8,"χεσ",long,7,6,hemi2,
8,"θαι;",long,7,6,hemi2,
9,"Λη",long,1,1,hemi1,
9,"τοῦς",long,1,1,hemi1,
9,"καὶ",long,2,2,hemi1,
9,"Δι",short,3,2,hemi1,
9,"ὸς",short,3,2,hemi1,
9,"υἱ",long,4,3,hemi1,
9,"ός·",short,4,3,hemi1,
9,"ὃ",short,5,3,hemi2,
9,"γὰρ",long,6,4,hemi2,
9,"βα",short,7,4,hemi2,
9,"σι",short,7,4,hemi2,
9,"λῆ",long,7,5,hemi2,
9,"ϊ",short,7,5,hemi2,
9,"χο",short,8,5,hemi2,
9,"λω",long,8,6,hemi2,
9,"θεὶς",long,8,6,hemi2,
10,"νοῦ",long,1,1,hemi1,
10,"σον",short,1,1,hemi1,
10,"ἀ",short,2,1,hemi1,
10,"νὰ",long,2,2,hemi1,
10,"στρα",short,3,2,hemi1,
10,"τὸν",short,3,2,hemi1,
10,"ὄρ",long,4,3,hemi1,
10,"σε",short,4,3,hemi1,
10,"κα",short,5,3,hemi1,
10,"κήν,",long,5,4,hemi1,
10,"ὀ",short,6,4,hemi2,
10,"λέ",short,6,4,hemi2,
10,"κον",long,6,5,hemi2,
10,"το",short,6,5,hemi2,
10,"δὲ",short,7,5,hemi2,
10,"λα",long,8,6,hemi2,
10,"οί,",long,8,6,hemi2,
11,"οὕ",long,1,1,hemi1,
11,"νε",short,1,1,hemi1,
11,"κα",short,1,1,hemi1,
11,"τὸν",long,2,2,hemi1,
11,"Χρύ",long,3,2,hemi1,
11,"σην",long,3,3,hemi1,
11,"ἠ",long,4,3,hemi2,
11,"τί",long,4,4,hemi2,
11,"μα",short,4,4,hemi2,
11,"σεν",short,4,4,hemi2,
11,"ἀ",long,5,5,hemi2,
11,"ρη",long,5,5,hemi2,
11,"τῆ",long,5,6,hemi2,
11,"ρα",long,5,6,hemi2,
12,"Ἀ",long,1,1,hemi1,
12,"τρε",short,1,1,hemi1,
12,"ΐ",short,1,1,hemi1,
12,"δης·",long,1,2,hemi1,
12,"ὃ",short,2,2,hemi1,
12,"γὰρ",short,3,2,hemi1,
12,"ἦλ",long,4,3,hemi1,
12,"θε",short,4,3,hemi1,
12,"θο",short,5,3,hemi2,
12,"ὰς",long,5,4,hemi2,
12,"ἐ",short,6,4,hemi2,
12,"πὶ",short,6,4,hemi2,
12,"νῆ",long,7,5,hemi2,
12,"ας",short,7,5,hemi2,
12,"Ἀ",short,8,5,hemi2,
12,"χαι",long,8,6,hemi2,
12,"ῶν",long,8,6,hemi2,
13,"λυ",long,1,1,hemi1,
13,"σό",short,1,1,hemi1,
13,"με",short,1,1,hemi1,
13,"νός",long,1,2,hemi1,
13,"τε",short,2,2,hemi1,
13,"θύ",short,3,2,hemi1,
13,"γα",long,3,3,hemi1,
13,"τρα",short,3,3,hemi1,
13,"φέ",short,4,3,hemi2,
13,"ρων",long,4,4,hemi2,
13,"τ’ἀ",short,5,4,hemi2,
13,"πε",short,5,4,hemi2,
13,"ρεί",long,5,5,hemi2,
13,"σι’",short,5,5,hemi2,
13,"ἄ",short,6,5,hemi2,
13,"ποι",long,6,6,hemi2,
13,"να,",long,6,6,hemi2,
14,"στέμ",long,1,1,hemi1,
14,"ματ’",short,1,1,hemi1,
14,"ἔ",short,2,1,hemi1,
14,"χων",long,2,2,hemi1,
14,"ἐν",long,3,2,hemi1,
14,"χερ",long,4,3,hemi1,
14,"σὶν",short,4,3,hemi1,
14,"ἑ",short,5,3,hemi2,
14,"κη",long,5,4,hemi2,
14,"βό",short,5,4,hemi2,
14,"λου",short,5,4,hemi2,
14,"Ἀ",long,6,5,hemi2,
14,"πόλ",long,6,5,hemi2,
14,"λω",long,6,6,hemi2,
14,"νος",long,6,6,hemi2,
15,"χρυ",long,1,1,hemi1,
15,"σέῳ",short,1,1,hemi1,
15,"ἀ",short,2,1,hemi1,
15,"νὰ",long,2,2,hemi1,
15,"σκήπ",long,3,2,hemi1,
15,"τρῳ,",long,3,3,hemi1,
15,"καὶ",long,4,3,hemi2,
15,"λίσ",long,5,4,hemi2,
15,"σε",short,5,4,hemi2,
15,"το",short,5,4,hemi2,
15,"πάν",long,6,5,hemi2,
15,"τας",short,6,5,hemi2,
15,"Ἀ",short,7,5,hemi2,
15,"χαι",long,7,6,hemi2,
15,"ούς,",long,7,6,hemi2,
16,"Ἀ",long,1,1,hemi1,
16,"τρε",short,1,1,hemi1,
16,"ΐ",short,1,1,hemi1,
16,"δα",long,1,2,hemi1,
16,"δὲ",short,2,2,hemi1,
16,"μά",short,3,2,hemi1,
16,"λι",long,3,3,hemi1,
16,"στα",short,3,3,hemi1,
16,"δύ",short,4,3,hemi1,
16,"ω,",long,4,4,hemi1,
16,"κοσ",long,5,4,hemi2,
16,"μή",long,5,5,hemi2,
16,"το",short,5,5,hemi2,
16,"ρε",short,5,5,hemi2,
16,"λα",long,6,6,hemi2,
16,"ῶν·",long,6,6,hemi2,
17,"Ἀ",long,1,1,hemi1,Chryses
17,"τρε",short,1,1,hemi1,Chryses
17,"ΐ",short,1,1,hemi1,Chryses
17,"δαι",long,1,2,hemi1,Chryses
17,"τε",short,2,2,hemi1,Chryses
17,"καὶ",short,3,2,hemi1,Chryses
17,"ἄλ",long,4,3,hemi1,Chryses
17,"λοι",short,4,3,hemi1,Chryses
17,"ἐ",short,5,3,hemi2,Chryses
17,"ϋκ",long,5,4,hemi2,Chryses
17,"νή",long,5,4,hemi2,Chryses
17,"μι",long,5,5,hemi2,Chryses
17,"δες",short,5,5,hemi2,Chryses
17,"Ἀ",short,6,5,hemi2,Chryses
17,"χαι",long,6,6,hemi2,Chryses
17,"οί,",long,6,6,hemi2,Chryses
18,"ὑ",long,1,1,hemi1,Chryses
18,"μῖν",long,1,1,hemi1,Chryses
18,"μὲν",long,2,2,hemi1,Chryses
18,"θεοὶ",long,3,2,hemi1,Chryses
18,"δοῖ",long,4,3,hemi1,Chryses
18,"εν",short,4,3,hemi1,Chryses
18,"Ὀ",short,5,3,hemi2,Chryses
18,"λύμ",long,5,4,hemi2,Chryses
18,"πι",short,5,4,hemi2,Chryses
18,"α",short,5,4,hemi2,Chryses
18,"δώ",long,6,5,hemi2,Chryses
18,"ματ’",short,6,5,hemi2,Chryses
18,"ἔ",short,7,5,hemi2,Chryses
18,"χον",long,7,6,hemi2,Chryses
18,"τες",long,7,6,hemi2,Chryses
19,"ἐκ",long,1,1,hemi1,Chryses
19,"πέρ",long,1,1,hemi1,Chryses
19,"σαι",long,1,2,hemi1,Chryses
19,"Πρι",short,2,2,hemi1,Chryses
19,"ά",short,2,2,hemi1,Chryses
19,"μοι",long,2,3,hemi1,Chryses
19,"ο",short,2,3,hemi1,Chryses
19,"πό",short,3,3,hemi1,Chryses
19,"λιν,",long,3,4,hemi1,Chryses
19,"εὖ",long,4,4,hemi2,Chryses
19,"δ’οἴ",long,5,5,hemi2,Chryses
19,"καδ’",short,5,5,hemi2,Chryses
19,"ἱ",short,6,5,hemi2,Chryses
19,"κέσ",long,6,6,hemi2,Chryses
19,"θαι·",long,6,6,hemi2,Chryses
20,"παῖ",long,1,1,hemi1,Chryses
20,"δα",short,1,1,hemi1,Chryses
20,"δ’ἐ",short,2,1,hemi1,Chryses
20,"μοὶ",long,2,2,hemi1,Chryses
20,"λύ",long,3,2,hemi1,Chryses
20,"σαι",long,3,3,hemi1,Chryses
20,"τε",short,3,3,hemi1,Chryses
20,"φί",short,4,3,hemi1,Chryses
20,"λην,",long,4,4,hemi1,Chryses
20,"τὰ",short,5,4,hemi2,Chryses
20,"δ’ἄ",short,6,4,hemi2,Chryses
20,"ποι",long,6,5,hemi2,Chryses
20,"να",short,6,5,hemi2,Chryses
20,"δέ",short,7,5,hemi2,Chryses
20,"χεσ",long,7,6,hemi2,Chryses
20,"θαι,",long,7,6,hemi2,Chryses
21,"ἁ",long,1,1,hemi1,Chryses
21,"ζό",short,1,1,hemi1,Chryses
21,"με",short,1,1,hemi1,Chryses
21,"νοι",long,1,2,hemi1,Chryses
21,"Δι",short,2,2,hemi1,Chryses
21,"ὸς",short,2,2,hemi1,Chryses
21,"υἱ",long,3,3,hemi1,Chryses
21,"ὸν",short,3,3,hemi1,Chryses
21,"ἑ",short,4,3,hemi2,Chryses
21,"κη",long,4,4,hemi2,Chryses
21,"βό",short,4,4,hemi2,Chryses
21,"λον",short,4,4,hemi2,Chryses
21,"Ἀ",long,5,5,hemi2,Chryses
21,"πόλ",long,5,5,hemi2,Chryses
21,"λω",long,5,6,hemi2,Chryses
21,"να.",long,5,6,hemi2,Chryses
22,"ἔνθ’",long,1,1,hemi1,
22,"ἄλ",long,2,1,hemi1,
22,"λοι",long,2,2,hemi1,
22,"μὲν",long,3,2,hemi1,
22,"πάν",long,4,3,hemi1,
22,"τες",short,4,3,hemi1,
22,"ἐ",short,5,3,hemi2,
22,"πευ",long,5,4,hemi2,
22,"φή",long,5,4,hemi2,
22,"μη",long,5,5,hemi2,
22,"σαν",short,5,5,hemi2,
22,"Ἀ",short,6,5,hemi2,
22,"χαι",long,6,6,hemi2,
22,"οὶ",long,6,6,hemi2,
23,"αἰ",long,1,1,hemi1,
23,"δεῖσ",long,1,1,hemi1,
23,"θαί",long,1,2,hemi1,
23,"θ’ἱ",short,2,2,hemi1,
23,"ε",short,2,2,hemi1,
23,"ρῆ",long,2,3,hemi1,
23,"α",short,2,3,hemi1,
23,"καὶ",short,3,3,hemi2,
23,"ἀ",long,4,4,hemi2,
23,"γλα",short,4,4,hemi2,
23,"ὰ",short,4,4,hemi2,
23,"δέχ",long,5,5,hemi2,
23,"θαι",short,5,5,hemi2,
23,"ἄ",short,6,5,hemi2,
23,"ποι",long,6,6,hemi2,
23,"να·",long,6,6,hemi2,
24,"ἀλλ’",long,1,1,hemi1,
24,"οὐκ",long,2,1,hemi1,
24,"Ἀ",long,3,2,hemi1,
24,"τρε",short,3,2,hemi1,
24,"ΐ",short,3,2,hemi1,
24,"δῃ",long,3,3,hemi1,
24,"Ἀ",short,4,3,hemi2,
24,"γα",short,4,3,hemi2,
24,"μέμ",long,4,4,hemi2,
24,"νο",short,4,4,hemi2,
24,"νι",short,4,4,hemi2,
24,"ἥν",long,5,5,hemi2,
24,"δα",short,5,5,hemi2,
24,"νε",short,5,5,hemi2,
24,"θυ",long,6,6,hemi2,
24,"μῷ,",long,6,6,hemi2,
25,"ἀλ",long,1,1,hemi1,
25,"λὰ",short,1,1,hemi1,
25,"κα",short,2,1,hemi1,
25,"κῶς",long,2,2,hemi1,
25,"ἀ",short,3,2,hemi1,
25,"φί",short,3,2,hemi1,
25,"ει,",long,3,3,hemi1,
25,"κρα",short,4,3,hemi2,
25,"τε",short,4,3,hemi2,
25,"ρὸν",long,4,4,hemi2,
25,"δ’ἐ",short,5,4,hemi2,
25,"πὶ",short,5,4,hemi2,
25,"μῦ",long,6,5,hemi2,
25,"θον",short,6,5,hemi2,
25,"ἔ",short,7,5,hemi2,
25,"τελ",long,7,6,hemi2,
25,"λε·",long,7,6,hemi2,
26,"μή",long,1,1,hemi1,Agamemnon
26,"σε",short,2,1,hemi1,Agamemnon
26,"γέ",short,3,1,hemi1,Agamemnon
26,"ρον",long,3,2,hemi1,Agamemnon
26,"κοί",long,4,2,hemi1,Agamemnon
26,"λῃ",long,4,3,hemi1,Agamemnon
26,"σιν",short,4,3,hemi1,Agamemnon
26,"ἐ",short,5,3,hemi1,Agamemnon
26,"γὼ",long,5,4,hemi1,Agamemnon
26,"πα",short,6,4,hemi2,Agamemnon
26,"ρὰ",short,6,4,hemi2,Agamemnon
26,"νηυ",long,7,5,hemi2,Agamemnon
26,"σὶ",short,7,5,hemi2,Agamemnon
26,"κι",short,8,5,hemi2,Agamemnon
26,"χεί",long,8,6,hemi2,Agamemnon
26,"ω",long,8,6,hemi2,Agamemnon
27,"ἢ",long,1,1,hemi1,Agamemnon
27,"νῦν",long,2,1,hemi1,Agamemnon
27,"δη",long,3,2,hemi1,Agamemnon
27,"θύ",long,3,2,hemi1,Agamemnon
27,"νοντ’",long,3,3,hemi1,Agamemnon
27,"ἢ",long,4,3,hemi2,Agamemnon
27,"ὕ",long,5,4,hemi2,Agamemnon
27,"στε",short,5,4,hemi2,Agamemnon
27,"ρον",short,5,4,hemi2,Agamemnon
27,"αὖ",long,6,5,hemi2,Agamemnon
27,"τις",short,6,5,hemi2,Agamemnon
27,"ἰ",short,7,5,hemi2,Agamemnon
27,"όν",long,7,6,hemi2,Agamemnon
27,"τα,",long,7,6,hemi2,Agamemnon
28,"μή",long,1,1,hemi1,Agamemnon
28,"νύ",short,2,1,hemi1,Agamemnon
28,"τοι",short,3,1,hemi1,Agamemnon
28,"οὐ",long,4,2,hemi1,Agamemnon
28,"χραίσ",long,5,2,hemi1,Agamemnon
28,"μῃ",long,5,3,hemi1,Agamemnon
28,"σκῆπ",long,6,3,hemi2,Agamemnon
28,"τρον",long,6,4,hemi2,Agamemnon
28,"καὶ",long,7,4,hemi2,Agamemnon
28,"στέμ",long,8,5,hemi2,Agamemnon
28,"μα",short,8,5,hemi2,Agamemnon
28,"θε",short,9,5,hemi2,Agamemnon
28,"οῖ",long,9,6,hemi2,Agamemnon
28,"ο·",long,9,6,hemi2,Agamemnon
29,"τὴν",long,1,1,hemi1,Agamemnon
29,"δ’ἐ",short,2,1,hemi1,Agamemnon
29,"γὼ",short,2,1,hemi1,Agamemnon
29,"οὐ",long,3,2,hemi1,Agamemnon
29,"λύ",long,4,2,hemi1,Agamemnon
29,"σω·",long,4,3,hemi1,Agamemnon
29,"πρίν",long,5,3,hemi2,Agamemnon
29,"μιν",long,6,4,hemi2,Agamemnon
29,"καὶ",long,7,4,hemi2,Agamemnon
29,"γῆ",long,8,5,hemi2,Agamemnon
29,"ρας",short,8,5,hemi2,Agamemnon
29,"ἔ",short,9,5,hemi2,Agamemnon
29,"πει",long,9,6,hemi2,Agamemnon
29,"σιν",long,9,6,hemi2,Agamemnon
30,"ἡ",long,1,1,hemi1,Agamemnon
30,"με",short,1,1,hemi1,Agamemnon
30,"τέ",short,1,1,hemi1,Agamemnon
30,"ρῳ",long,1,2,hemi1,Agamemnon
30,"ἐ",short,2,2,hemi1,Agamemnon
30,"νὶ",short,2,2,hemi1,Agamemnon
30,"οἴ",long,3,3,hemi1,Agamemnon
30,"κῳ",short,3,3,hemi1,Agamemnon
30,"ἐν",short,4,3,hemi2,Agamemnon
30,"Ἄρ",long,5,4,hemi2,Agamemnon
30,"γε",short,5,4,hemi2,Agamemnon
30,"ϊ",short,5,4,hemi2,Agamemnon
30,"τη",long,6,5,hemi2,Agamemnon
30,"λό",short,6,5,hemi2,Agamemnon
30,"θι",short,6,5,hemi2,Agamemnon
30,"πά",long,7,6,hemi2,Agamemnon
30,"τρης",long,7,6,hemi2,Agamemnon
31,"ἱ",long,1,1,hemi1,Agamemnon
31,"στὸν",short,1,1,hemi1,Agamemnon
31,"ἐ",short,2,1,hemi1,Agamemnon
31,"ποι",long,2,2,hemi1,Agamemnon
31,"χο",short,2,2,hemi1,Agamemnon
31,"μέ",short,2,2,hemi1,Agamemnon
31,"νην",long,2,3,hemi1,Agamemnon
31,"καὶ",short,3,3,hemi2,Agamemnon
31,"ἐ",short,4,3,hemi2,Agamemnon
31,"μὸν",long,4,4,hemi2,Agamemnon
31,"λέ",short,5,4,hemi2,Agamemnon
31,"χος",short,5,4,hemi2,Agamemnon
31,"ἀν",long,6,5,hemi2,Agamemnon
31,"τι",short,6,5,hemi2,Agamemnon
31,"ό",short,6,5,hemi2,Agamemnon
31,"ω",long,6,6,hemi2,Agamemnon
31,"σαν·",long,6,6,hemi2,Agamemnon
32,"ἀλλ’",long,1,1,hemi1,Agamemnon
32,"ἴ",short,2,1,hemi1,Agamemnon
32,"θι",short,2,1,hemi1,Agamemnon
32,"μή",long,3,2,hemi1,Agamemnon
32,"μ’ἐ",short,4,2,hemi1,Agamemnon
32,"ρέ",short,4,2,hemi1,Agamemnon
32,"θι",long,4,3,hemi1,Agamemnon
32,"ζε",short,4,3,hemi1,Agamemnon
32,"σα",short,5,3,hemi2,Agamemnon
32,"ώ",long,5,4,hemi2,Agamemnon
32,"τε",short,5,4,hemi2,Agamemnon
32,"ρος",short,5,4,hemi2,Agamemnon
32,"ὥς",long,6,5,hemi2,Agamemnon
32,"κε",short,7,5,hemi2,Agamemnon
32,"νέ",short,8,5,hemi2,Agamemnon
32,"η",long,8,6,hemi2,Agamemnon
32,"αι.",long,8,6,hemi2,Agamemnon
33,"ὣς",long,1,1,hemi1,
33,"ἔ",short,2,1,hemi1,
33,"φατ’,",short,2,1,hemi1,
33,"ἔ",long,3,2,hemi1,
33,"δει",long,3,2,hemi1,
33,"σεν",long,3,3,hemi1,
33,"δ’ὃ",short,4,3,hemi1,
33,"γέ",short,5,3,hemi1,
33,"ρων",long,5,4,hemi1,
33,"καὶ",short,6,4,hemi2,
33,"ἐ",short,7,4,hemi2,
33,"πεί",long,7,5,hemi2,
33,"θε",short,7,5,hemi2,
33,"το",short,7,5,hemi2,
33,"μύ",long,8,6,hemi2,
33,"θῳ·",long,8,6,hemi2,
34,"βῆ",long,1,1,hemi1,
34,"δ’ἀ",short,2,1,hemi1,
34,"κέ",short,2,1,hemi1,
34,"ων",long,2,2,hemi1,
34,"πα",short,3,2,hemi1,
34,"ρὰ",short,3,2,hemi1,
34,"θῖ",long,4,3,hemi1,
34,"να",short,4,3,hemi1,
34,"πο",short,5,3,hemi2,
34,"λυ",long,5,4,hemi2,
34,"φλοίσ",long,5,4,hemi2,
34,"βοι",long,5,5,hemi2,
34,"ο",short,5,5,hemi2,
34,"θα",short,6,5,hemi2,
34,"λάσ",long,6,6,hemi2,
34,"σης·",long,6,6,hemi2,
35,"πολ",long,1,1,hemi1,
35,"λὰ",short,1,1,hemi1,
35,"δ’ἔ",short,2,1,hemi1,
35,"πειτ’",long,2,2,hemi1,
35,"ἀ",short,3,2,hemi1,
35,"πά",short,3,2,hemi1,
35,"νευ",long,3,3,hemi1,
35,"θε",short,3,3,hemi1,
35,"κι",short,4,3,hemi1,
35,"ὼν",long,4,4,hemi1,
35,"ἠ",long,5,4,hemi2,
35,"ρᾶθ’",long,5,5,hemi2,
35,"ὃ",short,6,5,hemi2,
35,"γε",short,7,5,hemi2,
35,"ραι",long,7,6,hemi2,
35,"ὸς",long,7,6,hemi2,
36,"Ἀ",long,1,1,hemi1,
36,"πόλ",long,1,1,hemi1,
36,"λω",long,1,2,hemi1,
36,"νι",short,1,2,hemi1,
36,"ἄ",short,2,2,hemi1,
36,"να",long,2,3,hemi1,
36,"κτι,",short,2,3,hemi1,
36,"τὸν",short,3,3,hemi2,
36,"ἠ",long,4,4,hemi2,
36,"ΰ",short,4,4,hemi2,
36,"κο",short,4,4,hemi2,
36,"μος",long,4,5,hemi2,
36,"τέ",short,5,5,hemi2,
36,"κε",short,5,5,hemi2,
36,"Λη",long,6,6,hemi2,
36,"τώ·",long,6,6,hemi2,
37,"κλῦ",long,1,1,hemi1,Chryses,newpara,speech,Chryses
37,"θί",short,1,1,hemi1,Chryses,newpara,speech,Chryses
37,"μευ",short,2,1,hemi1,Chryses,newpara,speech,Chryses
37,"ἀρ",long,3,2,hemi1,Chryses,newpara,speech,Chryses
37,"γυ",short,3,2,hemi1,Chryses,newpara,speech,Chryses
37,"ρό",short,3,2,hemi1,Chryses,newpara,speech,Chryses
37,"τοξ’,",long,3,3,hemi1,Chryses,newpara,speech,Chryses
37,"ὃς",long,4,3,hemi2,Chryses,newpara,speech,Chryses
37,"Χρύ",long,5,4,hemi2,Chryses,newpara,speech,Chryses
37,"σην",long,5,4,hemi2,Chryses,newpara,speech,Chryses
37,"ἀμ",long,6,5,hemi2,Chryses,newpara,speech,Chryses
37,"φι",short,6,5,hemi2,Chryses,newpara,speech,Chryses
37,"βέ",short,6,5,hemi2,Chryses,newpara,speech,Chryses
37,"βη",long,6,6,hemi2,Chryses,newpara,speech,Chryses
37,"κας",long,6,6,hemi2,Chryses,newpara,speech,Chryses
38,"Κίλ",long,1,1,hemi1,
38,"λάν",long,1,1,hemi1,
38,"τε",long,2,2,hemi1,
38,"ζα",short,3,2,hemi1,
38,"θέ",short,3,2,hemi1,
38,"ην",long,3,3,hemi1,
38,"Τε",short,4,3,hemi2,
38,"νέ",short,4,3,hemi2,
38,"δοι",long,4,4,hemi2,
38,"ό",short,4,4,hemi2,
38,"τε",short,5,4,hemi2,
38,"ἶ",long,6,5,hemi2,
38,"φι",short,6,5,hemi2,
38,"ἀ",short,7,5,hemi2,
38,"νάσ",long,7,6,hemi2,
38,"σεις,",long,7,6,hemi2,
39,"Σμιν",long,1,1,hemi1,
39,"θεῦ",long,1,1,hemi1,
39,"εἴ",long,2,2,hemi1,
39,"πο",short,3,2,hemi1,
39,"τέ",short,3,2,hemi1,
39,"τοι",long,4,3,hemi1,
39,"χα",short,5,3,hemi2,
39,"ρί",short,5,3,hemi2,
39,"εντ’",long,5,4,hemi2,
39,"ἐ",short,6,4,hemi2,
39,"πὶ",short,6,4,hemi2,
39,"νη",long,7,5,hemi2,
39,"ὸν",short,7,5,hemi2,
39,"ἔ",short,8,5,hemi2,
39,"ρε",long,8,6,hemi2,
39,"ψα,",long,8,6,hemi2,
40,"ἢ",long,1,1,hemi1,
40,"εἰ",long,2,1,hemi1,
40,"δή",long,3,2,hemi1,
40,"πο",short,4,2,hemi1,
40,"τέ",short,4,2,hemi1,
40,"τοι",long,5,3,hemi1,
40,"κα",short,6,3,hemi2,
40,"τὰ",short,6,3,hemi2,
40,"πί",long,7,4,hemi2,
40,"ο",short,7,4,hemi2,
40,"να",short,7,4,hemi2,
40,"μη",long,8,5,hemi2,
40,"ρί’",short,8,5,hemi2,
40,"ἔ",short,9,5,hemi2,
40,"κη",long,9,6,hemi2,
40,"α",long,9,6,hemi2,
41,"ταύ",long,1,1,hemi1,
41,"ρων",long,1,1,hemi1,
41,"ἠδ’",long,2,2,hemi1,
41,"αἰ",long,3,2,hemi1,
41,"γῶν,",long,3,3,hemi1,
41,"τὸ",short,4,3,hemi2,
41,"δέ",short,5,3,hemi2,
41,"μοι",long,6,4,hemi2,
41,"κρή",long,7,4,hemi2,
41,"η",long,7,5,hemi2,
41,"νον",short,7,5,hemi2,
41,"ἐ",short,8,5,hemi2,
41,"έλ",long,8,6,hemi2,
41,"δωρ·",long,8,6,hemi2,
42,"τί",long,1,1,hemi1,
42,"σει",long,1,1,hemi1,
42,"αν",long,1,2,hemi1,
42,"Δα",short,2,2,hemi1,
42,"να",short,2,2,hemi1,
42,"οὶ",long,2,3,hemi1,
42,"ἐ",short,3,3,hemi2,
42,"μὰ",short,3,3,hemi2,
42,"δά",long,4,4,hemi2,
42,"κρυ",short,4,4,hemi2,
42,"α",short,4,4,hemi2,
42,"σοῖ",long,5,5,hemi2,
42,"σι",short,5,5,hemi2,
42,"βέ",short,6,5,hemi2,
42,"λεσ",long,6,6,hemi2,
42,"σιν.",long,6,6,hemi2,
43,"ὣς",long,1,1,hemi1,
43,"ἔ",short,2,1,hemi1,
43,"φατ’",short,2,1,hemi1,
43,"εὐ",long,3,2,hemi1,
43,"χό",short,3,2,hemi1,
